Model,Method,Replicate,RF,FN,FP
1000M4,NJ (p-distance),R6,398.0,0.1940755873340143,0.2086258776328987
1000M4,NJ (p-distance),R6,398.0,0.1940755873340143,0.2086258776328987
1000M4,FastME (BME),R6,290.0,0.13891726251276812,0.15446339017051153
1000M4,FastME (BME),R6,290.0,0.13891726251276812,0.15446339017051153
1000M4,FastTree (GTR),R10,114.0,0.049029622063329927,0.06619859578736209
1000M4,FastTree (GTR),R10,114.0,0.049029622063329927,0.06619859578736209
1000M4,FastTree (JC),R10,126.0,0.05515832482124617,0.07221664994984955
1000M4,FastTree (JC),R10,126.0,0.05515832482124617,0.07221664994984955
1000M4,NJ (JC),R10,304.0,0.14606741573033707,0.16148445336008024
1000M4,NJ (JC),R10,304.0,0.14606741573033707,0.16148445336008024
1000M4,NJ (LogDet),R10,322.0,0.15526046986721145,0.17051153460381144
1000M4,NJ (LogDet),R10,322.0,0.15526046986721145,0.17051153460381144
1000M4,NJ (p-distance),R10,386.0,0.18794688457609807,0.20260782347041123
1000M4,NJ (p-distance),R10,386.0,0.18794688457609807,0.20260782347041123
1000M4,FastME (BME),R10,266.0,0.12665985699693566,0.1424272818455366
1000M4,FastME (BME),R10,266.0,0.12665985699693566,0.1424272818455366
1000M4,FastTree (GTR),R17,112.0,0.04800817160367722,0.06519558676028084
1000M4,FastTree (GTR),R17,112.0,0.04800817160367722,0.06519558676028084
1000M4,FastTree (JC),R17,152.0,0.06843718079673136,0.08525576730190572
1000M4,FastTree (JC),R17,152.0,0.06843718079673136,0.08525576730190572
1000M4,NJ (JC),R17,314.0,0.1511746680286006,0.16649949849548645
1000M4,NJ (JC),R17,314.0,0.1511746680286006,0.16649949849548645
1000M4,NJ (LogDet),R17,324.0,0.15628192032686414,0.1715145436308927
1000M4,NJ (LogDet),R17,324.0,0.15628192032686414,0.1715145436308927
1000M4,NJ (p-distance),R17,374.0,0.18181818181818182,0.19658976930792377
1000M4,NJ (p-distance),R17,374.0,0.18181818181818182,0.19658976930792377
1000M4,FastME (BME),R17,220.0,0.10316649642492338,0.119358074222668
1000M4,FastME (BME),R17,220.0,0.10316649642492338,0.119358074222668
1000M4,FastTree (GTR),R19,127.0,0.053388090349075976,0.07522567703109329
1000M4,FastTree (GTR),R19,127.0,0.053388090349075976,0.07522567703109329
1000M4,FastTree (JC),R19,133.0,0.05646817248459959,0.07823470411233702
1000M4,FastTree (JC),R19,133.0,0.05646817248459959,0.07823470411233702
1000M4,NJ (JC),R19,273.0,0.12833675564681724,0.14844533600802406
1000M4,NJ (JC),R19,273.0,0.12833675564681724,0.14844533600802406
1000M4,NJ (LogDet),R19,293.0,0.13860369609856263,0.1584754262788365
1000M4,NJ (LogDet),R19,293.0,0.13860369609856263,0.1584754262788365
1000M4,NJ (p-distance),R19,349.0,0.1673511293634497,0.18655967903711135
1000M4,NJ (p-distance),R19,349.0,0.1673511293634497,0.18655967903711135
1000M4,FastME (BME),R19,237.0,0.10985626283367557,0.13039117352056168
1000M4,FastME (BME),R19,237.0,0.10985626283367557,0.13039117352056168
1000M4,FastTree (GTR),R18,155.0,0.06508264462809918,0.09227683049147442
1000M4,FastTree (GTR),R18,155.0,0.06508264462809918,0.09227683049147442
1000M4,FastTree (JC),R18,159.0,0.06714876033057851,0.09428284854563691
1000M4,FastTree (JC),R18,159.0,0.06714876033057851,0.09428284854563691
1000M4,NJ (JC),R18,337.0,0.1590909090909091,0.18355065195586762
1000M4,NJ (JC),R18,337.0,0.1590909090909091,0.18355065195586762
1000M4,NJ (LogDet),R18,359.0,0.17045454545454544,0.1945837512537613
1000M4,NJ (LogDet),R18,359.0,0.17045454545454544,0.1945837512537613
1000M4,NJ (p-distance),R18,387.0,0.18491735537190082,0.2086258776328987
1000M4,NJ (p-distance),R18,387.0,0.18491735537190082,0.2086258776328987
1000M4,FastME (BME),R18,279.0,0.12913223140495866,0.15446339017051153
1000M4,FastME (BME),R18,279.0,0.12913223140495866,0.15446339017051153
1000M4,FastTree (GTR),R16,120.0,0.050256410256410255,0.0712136409227683
1000M4,FastTree (GTR),R16,120.0,0.050256410256410255,0.0712136409227683
1000M4,FastTree (JC),R16,126.0,0.05333333333333334,0.07422266800401203
1000M4,FastTree (JC),R16,126.0,0.05333333333333334,0.07422266800401203
1000M4,NJ (JC),R16,282.0,0.13333333333333333,0.15245737211634905
1000M4,NJ (JC),R16,282.0,0.13333333333333333,0.15245737211634905
1000M4,NJ (LogDet),R16,300.0,0.14256410256410257,0.16148445336008024
1000M4,NJ (LogDet),R16,300.0,0.14256410256410257,0.16148445336008024
1000M4,NJ (p-distance),R16,334.0,0.16,0.17853560682046138
1000M4,NJ (p-distance),R16,334.0,0.16,0.17853560682046138
1000M4,FastME (BME),R16,260.0,0.12205128205128205,0.14142427281845538
1000M4,FastME (BME),R16,260.0,0.12205128205128205,0.14142427281845538
1000M4,FastTree (GTR),R11,141.0,0.06326530612244897,0.07923771313941826
1000M4,FastTree (GTR),R11,141.0,0.06326530612244897,0.07923771313941826
1000M4,FastTree (JC),R11,147.0,0.0663265306122449,0.08224674022066199
1000M4,FastTree (JC),R11,147.0,0.0663265306122449,0.08224674022066199
1000M4,NJ (JC),R11,287.0,0.1377551020408163,0.15245737211634905
1000M4,NJ (JC),R11,287.0,0.1377551020408163,0.15245737211634905
1000M4,NJ (LogDet),R11,305.0,0.1469387755102041,0.16148445336008024
1000M4,NJ (LogDet),R11,305.0,0.1469387755102041,0.16148445336008024
1000M4,NJ (p-distance),R11,347.0,0.1683673469387755,0.18254764292878636
1000M4,NJ (p-distance),R11,347.0,0.1683673469387755,0.18254764292878636
1000M4,FastME (BME),R11,257.0,0.12244897959183673,0.1374122367101304
1000M4,FastME (BME),R11,257.0,0.12244897959183673,0.1374122367101304
1000M4,FastTree (GTR),R3,132.0,0.05088265835929388,0.08324974924774323
1000M4,FastTree (GTR),R3,132.0,0.05088265835929388,0.08324974924774323
1000M4,FastTree (JC),R3,148.0,0.059190031152647975,0.09127382146439318
1000M4,FastTree (JC),R3,148.0,0.059190031152647975,0.09127382146439318
1000M4,NJ (JC),R3,258.0,0.11630321910695743,0.1464393179538616
1000M4,NJ (JC),R3,258.0,0.11630321910695743,0.1464393179538616
1000M4,NJ (LogDet),R3,286.0,0.1308411214953271,0.160481444332999
1000M4,NJ (LogDet),R3,286.0,0.1308411214953271,0.160481444332999
1000M4,NJ (p-distance),R3,338.0,0.15784008307372793,0.18655967903711135
1000M4,NJ (p-distance),R3,338.0,0.15784008307372793,0.18655967903711135
1000M4,FastME (BME),R3,216.0,0.09449636552440291,0.12537612838515547
1000M4,FastME (BME),R3,216.0,0.09449636552440291,0.12537612838515547
1000M4,FastTree (GTR),R4,115.0,0.04442148760330578,0.07221664994984955
1000M4,FastTree (GTR),R4,115.0,0.04442148760330578,0.07221664994984955
1000M4,FastTree (JC),R4,123.0,0.04855371900826446,0.07622868605817452
1000M4,FastTree (JC),R4,123.0,0.04855371900826446,0.07622868605817452
1000M4,NJ (JC),R4,289.0,0.13429752066115702,0.15947843530591777
1000M4,NJ (JC),R4,289.0,0.13429752066115702,0.15947843530591777
1000M4,NJ (LogDet),R4,301.0,0.14049586776859505,0.16549648946840523
1000M4,NJ (LogDet),R4,301.0,0.14049586776859505,0.16549648946840523
1000M4,NJ (p-distance),R4,353.0,0.16735537190082644,0.19157472417251756
1000M4,NJ (p-distance),R4,353.0,0.16735537190082644,0.19157472417251756
1000M4,FastME (BME),R4,219.0,0.0981404958677686,0.12437311935807423
1000M4,FastME (BME),R4,219.0,0.0981404958677686,0.12437311935807423
1000M4,FastTree (GTR),R5,119.0,0.050204918032786885,0.07021063189568706
1000M4,FastTree (GTR),R5,119.0,0.050204918032786885,0.07021063189568706
1000M4,FastTree (JC),R5,129.0,0.055327868852459015,0.07522567703109329
1000M4,FastTree (JC),R5,129.0,0.055327868852459015,0.07522567703109329
1000M4,NJ (JC),R5,281.0,0.13319672131147542,0.1514543630892678
1000M4,NJ (JC),R5,281.0,0.13319672131147542,0.1514543630892678
1000M4,NJ (LogDet),R5,305.0,0.14549180327868852,0.16349047141424272
1000M4,NJ (LogDet),R5,305.0,0.14549180327868852,0.16349047141424272
1000M4,NJ (p-distance),R5,311.0,0.14856557377049182,0.16649949849548645
1000M4,NJ (p-distance),R5,311.0,0.14856557377049182,0.16649949849548645
1000M4,FastME (BME),R5,217.0,0.10040983606557377,0.119358074222668
1000M4,FastME (BME),R5,217.0,0.10040983606557377,0.119358074222668
1000M4,FastTree (GTR),R2,118.0,0.04361370716510903,0.07622868605817452
1000M4,FastTree (GTR),R2,118.0,0.04361370716510903,0.07622868605817452
1000M4,FastTree (JC),R2,130.0,0.04984423676012461,0.08224674022066199
1000M4,FastTree (JC),R2,130.0,0.04984423676012461,0.08224674022066199
1000M4,NJ (JC),R2,294.0,0.13499480789200416,0.16449348044132397
1000M4,NJ (JC),R2,294.0,0.13499480789200416,0.16449348044132397
1000M4,NJ (LogDet),R2,312.0,0.14434060228452752,0.17352056168505517
1000M4,NJ (LogDet),R2,312.0,0.14434060228452752,0.17352056168505517
1000M4,NJ (p-distance),R2,342.0,0.15991692627206647,0.18856569709127383
1000M4,NJ (p-distance),R2,342.0,0.15991692627206647,0.18856569709127383
1000M4,FastME (BME),R2,238.0,0.1059190031152648,0.13640922768304914
1000M4,FastME (BME),R2,238.0,0.1059190031152648,0.13640922768304914
